"animal_id","name","breed_primary","breed_primary_id","breed_secondary","breed_secondary_id","age_group","age_group_id","date_of_birth","gender","gender_id","location","location_id","source","source_id","surrender_reason","surrender_reason_id","color_code","color_code_id","Behavior Consult","OK with Dogs","House Trained","Part of a Bonded Pair","Special Fee","No Children","No Cats","No Dogs","Longterm Resident","Employee Pick","Hidden Gem","Medical Consult","Special Needs","OK with Cats","Reduced Fee","Adoption Fee Waived","Consult Required","Training Class Required","intake_date","departure","adoption_time","return"
601707,"Bandit","American Pit Bull Terrier",4252,"NULL",NULL,"Mature Adult",5,"2017-06-16","Male",1,"San Diego Campus - 5500",53,"ACO Impound",32,"NULL",NULL,"orange",2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"2019-09-03","2019-10-24",51,0
602962,"Abbie Rose","American Pit Bull Terrier",4252,"NULL",NULL,"Senior",4,"2012-06-22","Female",2,"San Diego Campus - 5500",53,"Returns",23,"NULL",NULL,"purple",3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2019-09-08","2019-11-11",64,0
605999,"Handsome ","Labrador Retriever",6397,"NULL",NULL,"Mature Adult",5,"2011-07-03","Male",1,"San Diego Campus - 5500",53,"Owner Surrender",2,"Other",268,"orange",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"2019-09-27","2019-10-13",16,0
606376,"Billy","American Pit Bull Terrier",4252,"NULL",NULL,"Mature Adult",5,"2015-07-05","Male",1,"Escondido Campus",64,"Stray",14,"NULL",NULL,"blue",1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"2019-07-05","2019-10-18",105,0
606828,"Simba","Terrier",4659,"NULL",NULL,"Ranking (3-6 Months)",9,"2019-04-30","Male",1,"Escondido Campus",64,"Owner Surrender",2,"Too many animals already",236,"purple",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-21","2019-09-30",9,0
611719,"Teddy","Poodle",8302,"NULL",NULL,"Senior",4,"2011-07-28","Male",1,"San Diego Campus - 5500",53,"Returns",23,"NULL",NULL,"blue",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-23","2019-10-12",19,0
615230,"King","American Pit Bull Terrier",4252,"NULL",NULL,"Mature Adult",5,"2016-08-12","Male",1,"San Diego Campus - 5500",53,"Owner Surrender - ACO",85,"NULL",NULL,"blue",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2019-08-12","2019-10-27",76,0
616333,"Gracie","Dachshund",4297,"Terrier",4659,"Mature Adult",5,"2018-02-16","Female",2,"Oceanside Campus - Dogs",56,"Owner Surrender",2,"Other",268,"blue",1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"2019-08-16","2019-10-16",61,0
616722,"Baby Girl","American Pit Bull Terrier",4252,"NULL",NULL,"Senior",4,"2010-08-18","Female",2,"San Diego Campus - 5500",53,"ACO Impound",32,"NULL",NULL,"blue",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-08-18","2019-10-08",51,0
616898,"Classy","American Pit Bull Terrier",4252,"NULL",NULL,"Mature Adult",5,"2007-12-19","Female",2,"San Diego Campus - 5500",53,"Owner Surrender",2,"No time for animal",230,"orange",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-08-19","2019-10-12",54,0
616912,"Bella","Olde English Bulldogge",8283,"NULL",NULL,"Mature Adult",5,"2017-08-19","Female",2,"San Diego Campus - 5500",53,"Returns",23,"NULL",NULL,"orange",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"2019-09-24","2019-10-09",15,0
618393,"Panda","Chihuahua",4287,"NULL",NULL,"Mature Adult",5,"2009-08-27","Male",1,"San Diego Campus - 5500",53,"Owner Surrender",2,"Abandoned by original owner",240,"blue",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-08-25","2019-09-30",36,0
618394,"Ty","Chihuahua",4287,"Terrier",4659,"Senior",4,"2010-08-25","Male",1,"San Diego Campus - 5500",53,"Returns",23,"Behavior/Temperament of resident pet",215,"blue",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-27","2019-10-01",4,0
619281,"Beauty","Rottweiler",4374,"NULL",NULL,"Mature Adult",5,"2013-08-30","Female",2,"San Diego Campus - 5500",53,"ACO Impound",32,"NULL",NULL,"blue",1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"2019-08-29","2019-10-26",58,0
620387,"Ivy","Terrier",4659,"Chihuahua",4287,"Mature Adult",5,"2018-09-21","Female",2,"Escondido Campus",64,"Owner Surrender",2,"Other",268,"purple",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-21","2019-09-30",9,0
620720,"Jerry","Terrier",4659,"NULL",NULL,"Senior",4,"2012-09-04","Male",1,"Oceanside Campus - Dogs",56,"Transfer In",18,"NULL",NULL,"blue",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-04","2019-10-12",38,0
620918,"Cayden","Australian Cattle Dog / Blue Heeler",4256,"NULL",NULL,"Mature Adult",5,"2014-09-05","Male",1,"San Diego Campus - 5500",53,"ACO Impound",32,"NULL",NULL,"purple",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-05","2019-09-30",25,0
621090,"Cinnamon","Chihuahua",4287,"Dachshund",4297,"Senior",4,"2007-09-05","Female",2,"Oceanside Campus - Dogs",56,"Stray",14,"NULL",NULL,"blue",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-05","2019-10-03",28,0
621157,"Anastasia","Jack Russell Terrier / Parson Russell Terrier",4330,"NULL",NULL,"Senior",4,"2010-09-05","Female",2,"Oceanside Campus - Dogs",56,"Stray",14,"NULL",NULL,"blue",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-05","2019-10-05",30,0
621401,"Amy","Siberian Husky",4386,"Shepherd",8221,"Mature Adult",5,"2013-09-06","Female",2,"San Diego Campus - 5500",53,"Owner Surrender",2,"Other",268,"purple",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-06","2019-10-29",53,0
621610,"Naomi","Labrador Retriever",6397,"Shar Pei",4382,"Mature Adult",5,"2012-09-07","Female",2,"Oceanside Campus - Dogs",56,"Owner Surrender",2,"Behavior - Aggression That Resulted In A Bite",256,"orange",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-07","2019-10-02",25,0
622109,"Brew","Rat Terrier",6407,"NULL",NULL,"Senior",4,"2009-09-09","Male",1,"San Diego Campus - 5500",53,"Owner Surrender",2,"No pets allowed",237,"purple",3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"2019-09-09","2019-09-30",21,0
623471,"Leela","Miniature Poodle",4368,"NULL",NULL,"Mature Adult",5,"2018-09-15","Female",2,"Escondido Campus",64,"ACO Impound",32,"NULL",NULL,"blue",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-14","2019-09-30",16,0
623717,"Mama Dog ","Shepherd",8221,"NULL",NULL,"Senior",4,"2007-09-15","Female",2,"San Diego Campus - 5500",53,"Owner Surrender - ACO",85,"NULL",NULL,"blue",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-15","2019-10-03",18,0
623974,"Coco","Bull Terrier",4282,"NULL",NULL,"Adolescent (6-12mos)",2,"2019-03-16","Female",2,"San Diego Campus - 5500",53,"Returns",23,"NULL",NULL,"orange",2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"2019-09-22","2019-10-10",18,0
624274,"Tiptoe","Shih Tzu",4385,"Jack Russell Terrier / Parson Russell Terrier",4330,"Mature Adult",5,"2017-09-17","Female",2,"Oceanside Campus - Dogs",56,"Owner Surrender",2,"Too many animals already",236,"blue",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-27","2019-09-30",3,0
624470,"Derry","Siberian Husky",4386,"NULL",NULL,"Adolescent (6-12mos)",2,"2019-01-18","Female",2,"San Diego Campus - 5500",53,"ACO Impound",32,"NULL",NULL,"blue",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-18","2019-09-30",12,0
624564,"Furry","Chihuahua",4287,"Rat Terrier",6407,"Mature Adult",5,"2013-09-18","Male",1,"San Diego Campus - 5500",53,"Owner Surrender - ACO",85,"NULL",NULL,"blue",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-18","2019-10-03",15,0
624798,"Ghost","American Pit Bull Terrier",4252,"NULL",NULL,"Adolescent (6-12mos)",2,"2018-12-19","Male",1,"Escondido Campus",64,"Owner Surrender",2,"Barks too much / too vocal",214,"orange",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-23","2019-10-05",12,0
624874,"Lemmy","Rottweiler",4374,"Siberian Husky",4386,"Mature Adult",5,"2016-09-20","Female",2,"San Diego Campus - 5500",53,"Owner Surrender",2,"Moving",228,"blue",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"2019-09-20","2019-10-06",16,0
625082,"Panini","Labrador Retriever",6397,"American Pit Bull Terrier",4252,"Mature Adult",5,"2015-09-29","Female",2,"San Diego Campus - 5500",53,"ACO Impound",32,"NULL",NULL,"blue",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-21","2019-10-04",13,0
625555,"Leila","Australian Cattle Dog / Blue Heeler",4256,"Labrador Retriever",6397,"Adolescent (6-12mos)",2,"2019-03-23","Female",2,"Oceanside Campus - Dogs",56,"Owner Surrender",2,"Destructive Behavior",263,"blue",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2019-09-23","2019-10-03",10,0
625636,"Jenny","Chihuahua",4287,"Dachshund",4297,"Adolescent (6-12mos)",2,"2019-01-23","Female",2,"Oceanside Campus - Dogs",56,"Stray",14,"NULL",NULL,"blue",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-23","2019-10-02",9,0
625690,"Bird-Dawg","German Shepherd",4313,"NULL",NULL,"Mature Adult",5,"NULL","Male",1,"San Diego Campus - 5500",53,"Returns",23,"NULL",NULL,"blue",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-30","2019-09-30",0,0
625727,"Robert","Miniature Poodle",4368,"NULL",NULL,"Ranking (3-6 Months)",9,"2019-04-24","Male",1,"Oceanside Campus - Dogs",56,"Stray",14,"NULL",NULL,"None",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-24","2019-09-30",6,0
625729,"Marley","Miniature Poodle",4368,"NULL",NULL,"Ranking (3-6 Months)",9,"2019-04-24","Male",1,"Oceanside Campus - Dogs",56,"Stray",14,"NULL",NULL,"None",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-24","2019-09-30",6,0
625816,"Coco ","Terrier",4659,"Maltese",4344,"Mature Adult",5,"2018-03-24","Male",1,"San Diego Campus - 5500",53,"Returns",23,"NULL",NULL,"orange",2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"2019-09-29","2019-09-30",1,0
626519,"Luna","Siberian Husky",4386,"Shepherd",8221,"Mature Adult",5,"2018-03-27","Female",2,"San Diego Campus - 5500",53,"Owner Surrender",2,"Behavior - Escapes",264,"purple",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-27","2019-10-02",5,0
626599,"Spudnik","American Pit Bull Terrier",4252,"Shepherd",8221,"Mature Adult",5,"2013-09-28","Male",1,"San Diego Campus - 5500",53,"Transfer In",18,"NULL",NULL,"orange",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-28","2019-10-26",28,0
276551,"Cookie","Cocker Spaniel",4291,"NULL",NULL,"Mature Adult",5,"2014-09-26","Female",2,"San Diego Campus - 5500",53,"Stray",14,"NULL",NULL,"blue",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-24","2019-09-30",6,0
580543,"Dory","German Shepherd",4313,"NULL",NULL,"Adolescent (6-12mos)",2,"2018-09-17","Female",2,"San Diego Campus - 5500",53,"Stray",14,"NULL",NULL,"orange",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-25","2019-10-01",6,0
623866,"Sparky","Labrador Retriever",6397,"American Pit Bull Terrier",4252,"Mature Adult",5,"2013-09-16","Male",1,"San Diego Campus - 5500",53,"Owner Surrender - ACO",85,"NULL",NULL,"blue",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"2019-09-16","2019-10-03",17,0
624470,"Derry","Siberian Husky",4386,"NULL",NULL,"Adolescent (6-12mos)",2,"2019-01-18","Female",2,"San Diego Campus - 5500",53,"Returns",23,"NULL",NULL,"blue",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-30","2019-10-01",1,1
265518,"Luna","Pointer",4366,"Boxer",4277,"Mature Adult",5,"2017-09-23","Female",2,"Oceanside Campus - Dogs",56,"Owner Surrender",2,"No pets allowed",237,"blue",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-12","2019-10-01",19,0
624272,"Billy","Shih Tzu",4385,"Jack Russell Terrier / Parson Russell Terrier",4330,"Mature Adult",5,"2017-09-17","Male",1,"Oceanside Campus - Dogs",56,"Owner Surrender",2,"Too many animals already",236,"blue",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-27","2019-10-01",4,0
624275,"Rosie","Shih Tzu",4385,"Jack Russell Terrier / Parson Russell Terrier",4330,"Mature Adult",5,"2017-09-17","Female",2,"Oceanside Campus - Dogs",56,"Owner Surrender",2,"Too many animals already",236,"blue",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-27","2019-10-06",9,0
624674,"Boogie","American Pit Bull Terrier",4252,"NULL",NULL,"Mature Adult",5,"2018-03-19","Female",2,"Oceanside Campus - Dogs",56,"Returns",23,"NULL",NULL,"orange",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-10-01","2019-10-01",0,0
625585,"Lana","American Pit Bull Terrier",4252,"NULL",NULL,"NULL",NULL,"2019-08-05","Female",2,"Oceanside Campus - Dogs",56,"Owner Surrender",2,"Health of the animal - Parvo",223,"None",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-23","2019-10-02",9,0
626732,"Luko","Boxer",4277,"Siberian Husky",4386,"Adolescent (6-12mos)",2,"2018-11-10","Male",1,"Oceanside Campus - Dogs",56,"Owner Surrender",2,"Moving",228,"orange",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-28","2019-10-01",3,0
625451,"Dilby","Chihuahua",4287,"NULL",NULL,"Adolescent (6-12mos)",2,"2018-09-22","Male",1,"Escondido Campus",64,"Stray",14,"NULL",NULL,"purple",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-22","2019-10-01",9,0
624982,"Ralphie","American Pit Bull Terrier",4252,"NULL",NULL,"Ranking (3-6 Months)",9,"2019-04-20","Male",1,"San Diego Campus - 5480",89,"Stray",14,"NULL",NULL,"None",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-20","2019-10-01",11,0
625101,"Nancy Reagan","Labrador Retriever",6397,"NULL",NULL,"Socialization (4-12 Weeks)",8,"2019-07-27","Female",2,"Escondido Campus",64,"Returns",23,"NULL",NULL,"purple",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-10-01","2019-10-01",0,0
